sample_size,iteration,cut_points_x1,cut_points_x2,beta_star
2000,78,"[0.5756211876264162, 0.83123123652514]","[-0.33868651587555465, 0.5387484135788143]","[0.3301312843787608, 0.8347447929663145, -1.1648760773450753, -0.4014982167104558, 0.7816537740604724, -0.38015555735001694]"
2000,79,"[-0.8734219628280011, 0.06030214943814327]","[-0.9141625836164945, 0.5915063171395553]","[-0.4333188814463836, 0.8743740552455349, -0.4410551737991513, -0.271638074700982, 0.7329938375938017, -0.46135576289281977]"
2000,80,"[-1.3211275909992044, 0.804156955017564]","[0.07127834960740181, 1.2051308459175376]","[-0.1650717433853447, 1.1060444309662487, -0.9409726875809039, -0.7384987531884576, 1.4981132262482537, -0.7596144730597961]"
2000,81,"[-0.3685079730888185, 0.866582124845762]","[-0.31672145997802814, 0.5924335919334343]","[-0.3555831051870759, 0.9930557534274624, -0.6374726482403865, -0.7530760113680344, 1.0652067276783397, -0.31213071631030515]"
2000,82,"[-0.08448267599691756, 0.11179695029152004]","[-0.889108821701339, -0.5964501487585647]","[-0.5654511105392128, 1.933558706270227, -1.3681075957310143, -0.6480142315776111, 1.2094302807699155, -0.5614160491923045]"
2000,83,"[0.13168446332360384, 0.9004024586615631]","[0.5878653821696804, 0.8439752176533923]","[-0.6782170619962169, 2.006349015238195, -1.328131953241978, -0.5227451094550644, 1.1800418256946519, -0.6572967162395875]"
2000,84,"[-0.12670584164095744, 0.0770843365816406]","[-1.2650897278814734, -0.6031357344764369]","[-0.8355445039950912, 1.170598429718904, -0.33505392572381265, -0.7420823342980517, 1.079507650866426, -0.33742531656837427]"
2000,85,"[-0.9074723055409555, 0.9075460292820098]","[-1.2184925950430268, -0.8407679979784124]","[-0.9125316843646846, 1.5892519260255549, -0.6767202416608703, -0.6867680183144882, 0.9460700876806605, -0.25930206936617245]"
2000,86,"[-0.8844557690257918, 0.34627145076108545]","[0.07323783691826577, 0.3378462665495181]","[-0.09072005096985525, 0.16102181411808714, -0.07030176314823189, -0.5533845237924812, 1.0106460436340792, -0.45726151984159824]"
2000,87,"[-0.6281376486920047, -0.37920206666293965]","[-0.5993641432334021, -0.34658890084139726]","[-0.4328831343503994, 1.1154579295085012, -0.6825747951581018, -0.8941930195163195, 1.4978831806830337, -0.603690161166714]"
2000,88,"[-0.5922533971849917, 0.6338124293332237]","[-0.527374840032905, 0.13185166775835366]","[-0.1790341861786966, 0.6234459701769469, -0.4444117839982503, -0.8487116736346632, 1.5236034104896152, -0.6748917368549519]"
2000,89,"[0.36267463351964013, 0.8748431031456704]","[-0.09225973117310382, 1.3272403200925607]","[-0.7807405130615357, 1.7337831395014724, -0.9530426264399368, -0.4854284826148265, 1.2545179840885416, -0.7690895014737152]"
2000,90,"[-0.8468953857610207, 0.6565615316192034]","[-0.5711781006774608, 0.6310562003802808]","[-0.19546286634198973, 1.4550870642724691, -1.2596241979304794, -0.932027938292147, 2.1305931762835875, -1.1985652379914404]"
2000,91,"[0.37042766086445544, 0.9055385930954991]","[0.8847020116575918, 1.2795431792989815]","[-0.0836890237034591, 0.9749509190476502, -0.891261895344191, -0.5194124608537357, 1.136377897089648, -0.6169654362359123]"
2000,92,"[-0.8526646328593801, -0.3472248800241915]","[-0.9420207480396, 0.8935968716532627]","[-1.2847241725142509, 1.3826157026667938, -0.09789153015254298, -0.23852451744380399, 1.0840678854651142, -0.84554336802131]"
2000,93,"[0.5472073974186227, 0.8378566776956664]","[-0.07313863149441624, 0.5733042531957286]","[-0.11866985634229621, 1.5263837477521283, -1.4077138914098324, -0.43004883660630966, 1.433642977133001, -1.0035941405266915]"
2000,94,"[0.6299342519955446, 1.342085388884664]","[-1.2605103891595864, -0.053739518024975536]","[-0.4793869674729522, 1.4629312396789493, -0.9835442722059972, -0.6896816898667941, 1.2081370554876074, -0.5184553656208133]"
2000,95,"[0.8795869715583469, 1.2732986432184141]","[-0.6332717467398302, 1.305624528297698]","[-0.40958928574867237, 1.2127200338204456, -0.803130748071773, -0.706993947217824, 1.2841477186400256, -0.5771537714222015]"
2000,96,"[-1.3037421638206343, 0.9017896502920886]","[-0.9233293107026453, 0.08529196144352313]","[0.3119457096226071, 1.008106443082657, -1.3200521527052638, -0.7288285665608835, 0.9304949577708213, -0.20166639120993787]"
2000,97,"[-1.3024569134772905, -0.869242182897139]","[0.08816837744619455, 0.602434413299707]","[0.07408507385782392, 1.6126482502780335, -1.6867333241358575, -0.6985330294434282, 1.8047752297123087, -1.1062422002688803]"
2000,98,"[-1.3154938785580432, 1.3063901992939198]","[-1.2064952940855451, -0.8794618075940777]","[-1.1316150753115353, 1.1184960893269498, 0.013118985984585718, -0.5251012141768888, 0.9528488403259968, -0.4277476261491081]"
2000,99,"[-0.5630427142701105, -0.10329877050790676]","[-0.348235566774431, 0.08745194809424589]","[-0.568213367639927, 1.1653598204032085, -0.5971464527632815, -0.3626868210502934, 1.1787718193895556, -0.8160849983392621]"
2000,100,"[-0.8522407025993087, -0.08173976804488287]","[-0.09581699176405839, 0.3515031607783381]","[-1.0647638961124304, 1.0008550485557102, 0.06390884755672027, -0.11806759403630973, 0.43473452569986015, -0.3166669316635504]"
4000,1,"[-0.35716041664661574, -0.10814185135476262]","[-0.14235290139635343, 0.5468506529526321]","[-0.35665051462934905, 1.835850090136765, -1.4791995755074159, -1.0888598511455216, 1.52893182116072, -0.44007197001519843]"
4000,2,"[-0.3319981021411084, 0.13125691988490176]","[-0.8581633254014309, 0.3671306406037831]","[-0.8122439115723447, 1.7625302917529417, -0.9502863801805973, -0.8307940206329261, 2.1309764376654, -1.300182417032474]"
4000,3,"[-0.1187779855869131, 1.256124963920268]","[-0.3518082623683974, 0.10108959109119267]","[-0.0663301936716274, 1.3324418387747934, -1.266111645103166, 0.5244593808148779, 1.0630555396756498, -1.5875149204905274]"
4000,4,"[0.6091764427149671, 0.9222648603863346]","[0.14670810106159726, 0.35283550791867213]","[-0.8793177600484788, 1.1037058538176365, -0.22438809376915775, -0.3090198372636055, 1.2771457944309328, -0.9681259571673273]"
4000,5,"[-0.5666651956608179, 0.1311034226826339]","[-0.5670226094041317, -0.09624553286499399]","[-0.9823162680561879, 1.378468806364583, -0.39615253830839503, -1.1487744115745782, 1.6360246516203731, -0.48725024004579487]"
4000,6,"[-1.2613853126796024, 1.3303160102096854]","[-0.3780573006260588, 0.08647600544332512]","[-0.42849208206540335, 1.9338789203554894, -1.5053868382900861, -0.5076077842807838, 1.1168016300269845, -0.6091938457462006]"
4000,7,"[-0.9079419570702443, -0.11867508413851602]","[-0.8588879416358928, 0.11187887823183654]","[-0.6689571775212364, 1.683833469143681, -1.0148762916224443, -0.781447241095153, 1.2632670838069109, -0.481819842711758]"
4000,8,"[-1.2738431462652051, 1.312265905786736]","[-1.325134284281147, 0.07852360966681682]","[-1.0719743969873905, 1.212905220692913, -0.14093082370552246, -0.7318968385657308, 1.7389071068179125, -1.0070102682521815]"
4000,9,"[-0.8768985496454629, 0.5678998626581492]","[0.8966839549689651, 1.3197096820821996]","[-0.8723971790981524, 1.7040444236144932, -0.8316472445163405, -0.2514502963316825, 1.1586547377092349, -0.9072044413775523]"
4000,10,"[0.1195764991749424, 1.2510166574338257]","[-0.5775105237606781, -0.33722932228108726]","[-0.4782840757559664, 1.799106279739895, -1.3208222039839288, -0.9743167827557366, 1.5411252490050351, -0.5668084662492985]"
4000,11,"[-0.857542955765189, -0.32118176140130295]","[-0.32663966274324396, 0.3861620016008194]","[-0.43493734610185264, 0.8096075957387705, -0.37467024963691786, -0.9857968107592017, 1.3534602289162971, -0.3676634181570955]"
4000,12,"[-0.8777416143801618, 0.8724859977309345]","[-0.1216134791702837, 0.35194342124576095]","[-0.5895965873187178, 1.145772602061705, -0.5561760147429872, -0.9014403241463781, 1.3165917225603812, -0.4151513984140033]"
4000,13,"[-0.85274302754842, 0.5916044574436701]","[-0.582509559397708, 0.8908450630257678]","[-0.20870211306833036, 1.222794804601895, -1.0140926915335648, 0.01943121414262927, 0.600135139685149, -0.6195663538277782]"
4000,14,"[-0.35934136953915974, 0.3215111898882076]","[-1.2823183382403602, 1.3048012550487318]","[-0.3006405841648876, 0.9381914454532139, -0.6375508612883263, -0.23310165877810413, 1.3231430020375015, -1.0900413432593974]"
4000,15,"[0.1364274576222497, 0.5897475488857773]","[-0.6148875213456753, -0.33287722134628683]","[-0.7795963214965731, 1.0485449595240175, -0.26894863802744434, -1.2162231682038867, 1.3638320946577225, -0.1476089264538359]"
4000,16,"[0.3475723661476337, 0.6051640519362574]","[-1.2842705936841288, 0.8657996338234928]","[-1.0073444738332078, 1.2137208896196505, -0.20637641578644286, -0.6745248075019137, 1.6838090981077243, -1.0092842906058106]"
4000,17,"[-0.11435643002807305, 0.8892818639746087]","[-1.3213774404823062, -0.13031098269323432]","[-0.40222612065010166, 1.1780592598319832, -0.7758331391818818, -1.014975043681267, 1.5802098500887753, -0.5652348064075082]"
4000,18,"[-0.5721600565060982, 0.1418134045706892]","[-0.8869625767038712, 0.13927786516386984]","[-1.1217271176414747, 1.7288644421298387, -0.607137324488364, -1.140202307944609, 1.1565663248607416, -0.01636401691613243]"
4000,19,"[-0.13795979235470335, 0.879328790013661]","[-0.12340432280685917, 1.271667999490926]","[-1.2129683027911446, 1.8628441331255465, -0.649875830334402, -0.6302408287582655, 1.050494667863347, -0.42025383910508146]"
4000,20,"[0.3731231629816083, 1.2895633425200237]","[0.3418267323585072, 0.5927793857827063]","[-0.5638741465150463, 0.9003905809323208, -0.3365164344172744, -1.2026445032294226, 1.5179290982274696, -0.31528459499804684]"
4000,21,"[-1.2578011033308585, -0.8531021555831697]","[-0.33347887254899533, 0.8837418817420337]","[-1.5370339047418875, 2.121664252309896, -0.5846303475680084, -0.8451012116995076, 1.0159033238275406, -0.17080211212803298]"
4000,22,"[-0.9154193302206656, 0.8583877105339436]","[-0.8769914353794153, 0.5770210461578062]","[-0.5589397203312565, 0.8721905801118548, -0.31325085978059847, -1.2886088263754005, 1.5479609957844174, -0.25935216940901684]"
4000,23,"[-0.3458336062414254, 1.275922953846965]","[-0.15515663366165822, 0.07068814208769617]","[-0.7355766980680675, 2.063590953402237, -1.3280142553341698, -0.48872142542013364, 1.3281823675985402, -0.8394609421784067]"
4000,24,"[-1.296493578136504, 0.10552209900303305]","[-0.3135156172338988, 0.6111790972534432]","[-0.8322143189937423, 0.9917031095392166, -0.1594887905454742, -1.1616916315233394, 1.0701208543510263, 0.09157077717231293]"
4000,25,"[0.1716463667607831, 0.3922530469439025]","[-0.3606777644630099, 0.10775675082138292]","[-0.4537817538325541, 0.9428558511619123, -0.4890740973293583, -0.2811558180639572, 0.6912559057721944, -0.41010008770823725]"
4000,26,"[-0.34436933338812203, -0.12217204417126915]","[0.5686442320642974, 0.8449364938679965]","[-1.2309248259773051, 2.134326308355249, -0.9034014823779439, -0.9420497322003599, 1.9058177633499134, -0.9637680311495535]"
4000,27,"[0.30135044299463287, 0.8597813898669886]","[0.34093809919126505, 0.895629195073682]","[-0.38433125632388876, 0.8502065027076959, -0.46587524638380706, -0.6006518070720861, 1.8436103173235074, -1.2429585102514213]"
4000,28,"[0.9110824776323103, 1.3067778455646493]","[-0.6053277747930705, 1.3169942210856145]","[-0.561030925279956, 1.5231227922136745, -0.9620918669337187, -0.1183023128882158, 1.0393923364521749, -0.9210900235639591]"
4000,29,"[0.8840882491266846, 1.2836108476756882]","[0.062113628916486086, 0.8504728833463027]","[-0.4208305260024991, 0.7561156670474749, -0.3352851410449758, -0.7939063869319525, 0.983186934663073, -0.18928054773112074]"
4000,30,"[-0.10366132961960911, 1.3020374979207172]","[-0.09030794200117964, 0.86960245424438]","[-0.6030074368155932, 0.9559580872293467, -0.35295065041375345, -0.23705387731964606, 0.8174793487448242, -0.5804254714251782]"
4000,31,"[-0.5776082824425737, -0.11384385785544576]","[-0.5968563452693432, 0.578065973257885]","[-1.0734830059479825, 0.8158463142178474, 0.2576366917301348, -0.9194779433264284, 1.762841436213155, -0.8433634928867266]"
4000,32,"[-0.1051310979064107, 0.10613549566111251]","[-1.287728364501628, 0.8831191274321156]","[-0.8534964622063677, 1.1467003450388582, -0.29320388283249055, -0.3082218605262434, 0.5855737447223224, -0.277351884196079]"
4000,33,"[-0.6291757625105496, 0.07328042548307795]","[-0.8469116746765618, -0.5798787231354564]","[-0.6379064662219134, 0.8787197551183166, -0.2408132888964032, -1.0441129384011427, 1.4679589132905062, -0.4238459748893636]"
4000,34,"[-1.2927985377478104, 0.10195196300340323]","[-0.12080077673723935, 0.34743370503370136]","[-0.5924256500901341, 1.772602577501108, -1.1801769274109741, -0.3796032080145951, 1.3692804556634117, -0.9896772476488166]"
4000,35,"[-1.2868180625184862, -0.5793194373918344]","[-1.293893991577916, 1.2638999049110726]","[-0.43521523137978385, 1.5097414276894487, -1.074526196309665, -0.27441046757363063, 1.1268467517918759, -0.8524362842182452]"
4000,36,"[-1.270207266589968, -0.6040829845392298]","[-1.2617880407600335, 0.5644829979071773]","[-0.7730073689298853, 0.8968985644937055, -0.12389119556382028, -0.4599919285165095, 1.0909356846274636, -0.6309437561109539]"
4000,37,"[-0.32979728074759984, 0.35817967221729713]","[-1.2517367337139222, -0.5612103447768854]","[-1.1952099970102514, 1.6569243364999462, -0.46171433948969487, -1.4301277355348772, 1.692979127404424, -0.26285139186954654]"
4000,38,"[-0.8942053868644297, -0.5917072578950526]","[0.5902831844901653, 0.9106830235187751]","[-1.6594129667480941, 1.6994461993408927, -0.04003323259279856, -1.3821026601584998, 1.904223713741434, -0.5221210535829341]"
4000,39,"[-0.5774132408934383, 0.9163407539253712]","[-0.5755820114760938, 0.1040786993309003]","[-0.8721752879682863, 1.403164013490811, -0.5309887255225246, -1.1138655452501915, 0.8363932368187489, 0.27747230843144255]"
4000,40,"[0.11229041536971454, 0.5985338407918775]","[-0.11115224338730356, 0.9070207412240082]","[-0.5376174811011277, 1.6785937264687214, -1.1409762453675936, -0.6049789783740844, 1.0457150622811555, -0.4407360839070711]"
4000,41,"[-1.3130041610908885, 0.09320624022928009]","[-0.5686088988293014, 0.5750797750811386]","[-0.8553524602499667, 1.7387744663453946, -0.8834220060954281, -1.2393019299411936, 1.7816153774796148, -0.5423134475384211]"
4000,42,"[0.11385021776440196, 0.6139340697638438]","[-1.2801375687383536, -0.11772594418262101]","[-0.04199633850942841, 0.8351285181030197, -0.7931321795935913, -0.6505623713509223, 1.6860660719247733, -1.0355037005738512]"
4000,43,"[0.337590829848407, 0.8877662342832922]","[-0.9354627047376236, -0.6230959675341724]","[-0.13434434960881741, 0.6484523961624098, -0.5141080465535924, -0.06882867123375935, 0.9246391782881858, -0.8558105070544264]"
4000,44,"[-1.2854088982986682, 0.10950922166053384]","[-1.26393322697351, 0.5847743994315868]","[-0.9131810613749374, 0.9075579623045976, 0.005623099070339976, -0.9473854480646788, 1.4926353650824868, -0.5452499170178079]"
4000,45,"[-1.3012169296104683, 0.8568866291596634]","[-1.2766565375252692, -0.9055166140186112]","[-0.5417699551415, 1.1500033829651723, -0.6082334278236724, -0.6395419436860256, 0.6431882605173915, -0.003646316831366042]"
4000,46,"[0.561975476115664, 0.8158709934777544]","[-0.8753520037772105, -0.10129678348439569]","[-0.16723092380521998, 0.7579634135976467, -0.5907324897924268, -0.5944256247347587, 0.8449715796276045, -0.2505459548928458]"
4000,47,"[0.11430898349379218, 0.3530022139349857]","[-1.2502657688502727, 1.3212601706928555]","[-1.1580673809798672, 1.9884632584799053, -0.8303958775000383, -0.480230306070173, 1.5083921943214031, -1.02816188825123]"
4000,48,"[-0.8312740358185495, -0.2993936243214059]","[0.6430547121833949, 0.9162516675390735]","[-0.3313206204551667, 1.5604776209426305, -1.229157000487464, -1.061197634089888, 1.720314850539673, -0.6591172164497849]"
4000,49,"[-0.6008521866433971, 0.08517524682701239]","[0.5568070460820493, 1.233679820920595]","[-0.8511898157261562, 1.978425193110377, -1.1272353773842205, -0.716645143846656, 0.8905907630013741, -0.17394561915471807]"
4000,50,"[-0.3598459061259181, 1.235184521635561]","[-0.3588635684328452, 0.08130753483274364]","[-0.7257317122645484, 1.7186397586436915, -0.9929080463791433, -0.789690139000169, 1.4437022715590846, -0.6540121325589154]"
4000,51,"[-1.3108871059407516, 0.5652806988698907]","[-0.5723694493482249, 0.3629921894635454]","[-0.1129734446478145, 0.8191684707422651, -0.7061950260944505, -0.44761242320941685, 0.6807110750586742, -0.23309865184925738]"
4000,52,"[-0.8836769080401072, -0.3461610812581958]","[-1.2636726596064551, -0.08107398827699264]","[-0.6287161161353576, 1.6381936629848397, -1.0094775468494823, -0.4327959347669422, 1.0455109691176019, -0.6127150343506597]"
4000,53,"[-0.12416339780637928, 0.853418366278624]","[0.3568395168229421, 0.8830051433826355]","[-0.7432611478218525, 1.3366318593710498, -0.5933707115491973, -0.37429831422983856, 1.1840924615214734, -0.809794147291635]"
4000,54,"[-0.09752426742212084, 0.5769984687779814]","[-0.8699550318729428, -0.30164930579396654]","[-1.2270920309971192, 1.702612984055231, -0.4755209530581122, -0.2565524524452477, 0.8353452314631736, -0.5787927790179263]"
4000,55,"[0.09074557926055027, 0.34368866294909517]","[-0.6081824681008567, 1.2486230797161788]","[-0.7912134700589366, 0.9390205896295388, -0.14780711957060222, -0.8470873792958583, 1.130388141512667, -0.2833007622168088]"
4000,56,"[-0.11364965192509074, 0.8961974807672848]","[-0.8687913824829729, 1.334739214742994]","[-0.7282962093783687, 1.3186550548050389, -0.5903588454266702, -0.8204957395295837, 2.139877952578276, -1.3193822130486923]"
4000,57,"[-0.3305085879415739, 0.5854223217559853]","[-0.889864751346546, 0.5693852699230939]","[-0.9437999652048861, 1.6532111959385394, -0.7094112307336533, -0.5077925222853253, 0.9697705058793219, -0.46197798359399644]"
4000,58,"[-0.3640772847349522, 0.3579912805780841]","[0.30483671932179945, 0.5319178524512038]","[-1.332431546749677, 1.4863504820445237, -0.15391893529484676, -0.34456880752044833, 1.115197817416486, -0.7706290098960376]"
4000,59,"[-0.3460725233904468, -0.09193567108731499]","[-0.5959735011469687, 0.08523601648654736]","[-0.8773897373750821, 1.0104114452855408, -0.13302170791045853, -0.4841759839281993, 1.553095205895042, -1.0689192219668429]"
4000,60,"[-0.5849805050704617, -0.10232774360353958]","[-0.3464451835967558, 1.256734350504214]","[-0.5156740072344713, 1.6378584077597984, -1.122184400525327, -0.8473061493319722, 1.4581605801052484, -0.6108544307732762]"
4000,61,"[-0.8918404432175282, -0.6011816768730972]","[-0.10558523759012783, 0.10503643707261379]","[-0.8978012453325723, 1.1431125638631932, -0.2453113185306209, -0.8172904270885848, 1.1448882658345831, -0.32759783874599846]"
4000,62,"[-1.2887249897266855, 0.599885495518151]","[0.3439977059541318, 1.2987010787648179]","[-0.6210675903774606, 0.705917420270933, -0.08484982989347241, -0.7350266608343669, 1.835871038285045, -1.1008443774506782]"
4000,63,"[0.5926379949994559, 0.9032525665295681]","[0.29254235748883384, 0.5366195290300513]","[-0.8844057600006311, 1.3927102906181712, -0.5083045306175401, -0.29996557642556837, 1.3954773012826693, -1.0955117248571011]"
4000,64,"[-0.8779691420651753, -0.5797696415516256]","[-0.09671340723879743, 0.6120754635131261]","[-0.1551037631757269, 1.6702071490813022, -1.5151033859055751, -1.1618035515347938, 0.8675014573313213, 0.2943020942034724]"
4000,65,"[-1.2888079594578499, -0.3570329499032487]","[-0.11761195472186667, 0.11926808093031567]","[-0.4368350408913437, 1.1112803875920183, -0.6744453467006746, -0.13198761670998732, 0.5219216251394838, -0.3899340084294965]"
4000,66,"[-0.3892745163304926, 0.33830205259104595]","[0.3365131432082744, 1.2979603012639902]","[-0.6121535415707559, 0.9418305022216692, -0.32967696065091345, -0.8350887141649228, 1.138981289338893, -0.30389257517397]"
4000,67,"[-0.8994171082173685, -0.38215660138955093]","[-1.3185275416850728, -0.5892771193346387]","[-0.8634396757622028, 1.3909852074528266, -0.527545531690624, -0.9301755741996591, 1.6127599191393518, -0.6825843449396924]"
4000,68,"[-1.2944168287201245, -0.10730625423370072]","[-0.37669082263729264, 0.3240460459180811]","[-0.8801076034949925, 1.3184458925250333, -0.4383382890300408, -0.7323489738572608, 1.4186900555789894, -0.6863410817217284]"
4000,69,"[-0.3613577220520725, 1.2616933171709264]","[0.5353220184656496, 1.2398227276542073]","[-0.14846344745494455, 0.7225567717743411, -0.5740933243193965, -0.0030080875809056773, 0.7264142006549321, -0.7234061130740264]"
4000,70,"[0.12669953565610004, 0.3564646422408882]","[0.596296237407517, 1.2661636901938895]","[-0.2354087960287502, 1.5261752241456854, -1.290766428116935, -0.8786926855621895, 2.147941234233908, -1.2692485486717189]"
4000,71,"[-0.33246163161524833, -0.10710074372286071]","[-0.6016473162728974, -0.35959710710452863]","[-0.299354756211554, 1.5569751000917764, -1.2576203438802223, -0.44296647161486474, 1.9422861637894113, -1.4993196921745464]"
4000,72,"[-0.11945947854685884, 0.3356886657764935]","[-0.08729095226463918, 0.8583833702073631]","[-0.3075457144803727, 1.2898376743414834, -0.9822919598611106, -0.0636583595152782, 0.7863987288016259, -0.7227403692863477]"
4000,73,"[-0.5834417154128902, 0.8840484944398387]","[-0.8604625963236265, -0.5862514283395476]","[-0.48871421956644, 1.3699631850053038, -0.8812489654388639, -1.198748909700529, 1.6502338733600979, -0.45148496365956897]"
4000,74,"[-0.31872203532831495, -0.09257601067423223]","[0.9054190159767733, 1.273132452499779]","[-0.12999482233345627, 0.8224664684595584, -0.6924716461261022, -1.1790464389757374, 2.2604232671327615, -1.0813768281570242]"
4000,75,"[-0.13822110529948484, 0.08296378351822387]","[-0.5652935953977973, 1.2809746837102463]","[-1.097750975266779, 1.2253338098209379, -0.12758283455415853, -0.6589118752151301, 1.6619768940898034, -1.0030650188746735]"
4000,76,"[0.33841999385344723, 0.5742193901424423]","[-1.3345019104296252, 0.3188818396061158]","[-0.057706834725184675, 0.4642253963654088, -0.40651856164022426, 0.0740478500986198, 1.0900831128399098, -1.1641309629385295]"
4000,77,"[-0.11663497716629251, 0.12401430576033384]","[-0.3673992177101463, 0.3163558104359709]","[-0.5679445517228715, 1.726251015081493, -1.1583064633586213, -0.6232986760827605, 1.5418508188232318, -0.9185521427404714]"
4000,78,"[-0.31055752762301914, 1.2605684424898023]","[-0.611995719246335, 0.5796584319477183]","[-0.8318592407995373, 1.7461312423406146, -0.914272001541077, -1.1694627847574115, 2.0240452406688108, -0.8545824559113993]"
4000,79,"[0.09283951735590573, 0.8394694011100075]","[0.33558532686515585, 0.8632134423357405]","[-1.6071506770054471, 2.337503995869311, -0.7303533188638638, -1.5334374967480877, 1.6779633318205927, -0.14452583507250494]"
4000,80,"[-1.2610300343356708, -0.884978228704042]","[-0.8624709862556961, -0.5905794339027831]","[-0.3377370739851027, 1.25473639860038, -0.9169993246152774, -0.8444313020823114, 1.1062736057750289, -0.2618423036927173]"
4000,81,"[0.3309627075533894, 0.5812296771428003]","[-0.34483008174226676, 1.2318305789436117]","[-0.31699918815070394, 1.365674691654962, -1.048675503504258, -0.7223700580951969, 1.012619839363907, -0.29024978126871004]"
4000,82,"[-1.2025570584396128, -0.0910696247708519]","[-0.3452135835592982, 0.3553934350129596]","[-0.4412021563486498, 1.5163032533995944, -1.0751010970509447, -1.0282930768902827, 1.6077652878892759, -0.5794722109989933]"
4000,83,"[-1.207605567339452, -0.06932453568799835]","[0.3429527152546864, 0.5813864111447908]","[-0.70550259334851, 1.8643706577471344, -1.1588680643986244, -0.25591450674586425, 1.083546671366376, -0.8276321646205115]"
4000,84,"[-0.33703807585214546, 0.3391610661711183]","[0.06438800077414214, 0.5407651415026103]","[-0.5104460849865244, 0.8345365153870612, -0.3240904304005368, -0.9750171612750671, 1.3935243222139686, -0.4185071609389012]"
4000,85,"[0.376271397595989, 1.298444390884568]","[-0.11697018782149554, 0.3531815970597244]","[-1.027426844139308, 2.0159206737387274, -0.9884938295994193, 0.09311295751609597, 0.9395783781575591, -1.0326913356736551]"
4000,86,"[0.3343695113764195, 0.598897489290124]","[-0.3338856371942667, -0.10585997860213753]","[0.311943567667972, 1.0497592392281874, -1.3617028068961596, 0.03312351115460829, 1.0908490603459498, -1.1239725715005582]"
4000,87,"[-0.11338203970137967, 0.36289939431183416]","[-0.34229498815844306, 0.3247877633653811]","[-1.3953143330424407, 1.4643943035311977, -0.06907997048875703, -0.7035968206617951, 1.5223601171965837, -0.8187632965347886]"
4000,88,"[-1.3013895784620133, 0.11816292931235622]","[-0.10082133765176346, 0.9109762224295206]","[-0.7057686638604104, 1.4218976434416732, -0.7161289795812629, -0.39854057883104665, 1.0984823293520214, -0.6999417505209748]"
4000,89,"[-0.8746379124843179, 0.09197649923022792]","[-0.8759761926583403, 0.09488601436802611]","[-0.5869126016996566, 1.0029249226722536, -0.4160123209725968, -0.6373154078883313, 1.4428296323960694, -0.8055142245077381]"
4000,90,"[-1.288044727907475, -0.8710737358368563]","[-0.5954884494496534, 0.6142495157201664]","[-0.5457888745424496, 1.039668325415161, -0.49387945087271146, -0.8774180210895296, 1.0588938829615973, -0.18147586187206766]"
4000,91,"[-1.2906862397986307, 0.5706468805248233]","[-0.8829818714527605, -0.10052138010973584]","[-0.7071788207084653, 1.4529608470403657, -0.7457820263319004, -0.588858424238929, 1.626036517600113, -1.0371780933611843]"
4000,92,"[-0.6036188998537719, 0.3458661546529796]","[-0.14252294045880476, 1.2559303217383073]","[-0.5884051172009033, 1.6598739337454886, -1.0714688165445854, -0.6080400835182375, 0.8746675266617191, -0.26662744314348186]"
4000,93,"[-0.6297258862626608, -0.36079844088397267]","[0.8770710340352346, 1.261215171045608]","[-0.2358372968092527, 0.8564457810964029, -0.6206084842871502, -0.9924453539890016, 1.3087806084146725, -0.3163352544256707]"
4000,94,"[-0.5697820183431015, -0.3209683140443428]","[-0.5750074339443323, -0.10943233019222459]","[-0.2536620200480174, 0.9820338112405713, -0.7283717911925539, -0.10158066025898038, 1.4884163315033376, -1.3868356712443572]"
4000,95,"[-0.5617137468858371, -0.10051827262783608]","[-0.5796412008915138, 0.8741892795190092]","[-1.29063943976322, 1.868164304089195, -0.5775248643259752, -0.633949858477542, 1.4819776201975032, -0.8480277617199612]"
4000,96,"[-0.08311239015479599, 1.3059286833284105]","[0.3669620830913668, 1.2724906416973074]","[-0.35340584881036896, 0.945270091600824, -0.5918642427904549, -0.602081837478203, 1.5159439851186507, -0.9138621476404475]"
4000,97,"[-1.315315345936345, 0.3115510820527629]","[-0.8810139604497229, 0.32959253195349025]","[-0.7112453075098176, 1.3933991354441306, -0.6821538279343132, -0.3465582291721422, 1.0805138097325822, -0.7339555805604401]"
4000,98,"[-0.8793203960450295, 0.33714805719146174]","[-1.2736965218987297, -0.910228900462849]","[-1.0018549041638596, 1.216128897491543, -0.21427399332768327, -1.3733350391298287, 1.7380440670701645, -0.36470902794033583]"
4000,99,"[0.13184723696011566, 0.5982817944258018]","[-0.3572387860927228, 0.909208168168705]","[-0.4615194808666262, 1.199255973817617, -0.737736492950991, -1.4666278296614634, 1.6546068907784306, -0.18797906111696694]"
4000,100,"[0.09601271302598308, 0.5922089854534385]","[-0.11720315523692364, 0.34736052570839765]","[-0.4192100473593015, 0.8898474901337046, -0.47063744277440306, -0.9686871208655736, 1.8180673243440308, -0.8493802034784572]"
